Sample,gene_family,product_name,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,Gene Length,Gene Base Coverage,Bases Abundance,% Gene Coverage,Presence
APM21,mph(E),Mph(E) family macrolide 2'-phosphotransferase,AMR,AMR,MACROLIDE,MACROLIDE,WP_000155092.1,NG_064660.1,885,302,701,34.12429378531073,1
APM21,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_011270145.1,NG_048116.1,852,236,302,27.699530516431924,1
APM21,tet(C),tetracycline efflux MFS transporter Tet(C),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_000841448.1,NG_048175.1,1176,154,604,13.095238095238097,1
APM21,tet(32),tetracycline resistance ribosomal protection protein Tet(32),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_015573056.1,NG_048124.1,1920,140,140,7.291666666666667,1
APM21,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856415.1,NG_048286.1,1920,329,604,17.135416666666668,1
APM21,tet(L),tetracycline efflux MFS transporter Tet(L),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_012477450.1,NG_048209.1,1383,157,302,11.352133044107013,1
APM21,blaPST,subclass B1 metallo-beta-lactamase PST-2,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_150823494.1,NG_066543.1,729,418,747,57.338820301783265,1
APM21,fosA,fosfomycin resistance glutathione transferase FosA6,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,WP_069174570.1,NG_051497.1,420,151,151,35.95238095238095,1
APM21,tet(B),tetracycline efflux MFS transporter Tet(B),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_012881330.1,NG_048171.1,1209,972,2254,80.39702233250621,1
APM21,msr(C),ABC-F type ribosomal protection protein Msr(C),AMR,AMR,MACROLIDE,MACROLIDE,WP_063854349.1,NG_048003.1,1479,485,865,32.79242731575388,1
APM21,vanC,D-alanine--D-serine ligase VanC2/3,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856635.1,NG_048344.1,1053,485,604,46.058879392212724,1
APM21,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002293989.1,NG_052140.1,549,157,297,28.59744990892532,1
APM21,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_032490786.1,NG_048112.1,819,720,1493,87.91208791208791,1
APM21,tet(A),tetracycline efflux MFS transporter Tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063855887.1,NG_048151.1,1200,794,1655,66.16666666666666,1
APM21,tet(33),tetracycline efflux MFS transporter Tet(33),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_109545038.1,NG_048128.2,1224,153,604,12.5,1
APM21,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855540.1,NG_048108.1,816,453,604,55.51470588235294,1
APM21,tet(B),tetracycline efflux MFS transporter Tet(B),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856066.1,NG_048166.1,1206,560,604,46.434494195688224,1
APM21,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_109545041.1,NG_056002.2,828,423,1208,51.08695652173913,1
APM21,tet(L),tetracycline efflux MFS transporter Tet(L),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856080.1,NG_048201.1,1377,161,906,11.69208424110385,1
APM21,tet(Z),tetracycline efflux MFS transporter Tet(Z),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_064190967.1,NG_048311.1,1251,152,302,12.150279776179056,1
APM21,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856421.1,NG_048294.1,1920,144,144,7.5,1
APM21,tet(A),tetracycline efflux MFS transporter Tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063855886.1,NG_048150.1,1197,653,1358,54.5530492898914,1
APM21,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_122634437.1,NG_062353.1,1920,256,604,13.333333333333334,1
APM21,tetA(P),tetracycline efflux MFS transporter TetA(P),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_003479690.1,NG_048315.1,1263,284,302,22.486144101346,1
APM21,oqxA,multidrug efflux RND transporter periplasmic adaptor subunit OqxA2,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,WP_063865358.1,NG_050420.1,1176,283,892,24.064625850340136,1
APM21,vanTc,membrane-bound serine racemase VanT,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856758.1,NG_048462.1,2121,359,906,16.925978312116925,1
APM21,blaSHV,class A beta-lactamase SHV-188,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063864664.1,NG_050054.1,873,147,290,16.83848797250859,1
APM21,catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,AMR,AMR,PHENICOL,CHLORAMPHENICOL,WP_063843230.1,NG_047617.1,633,302,302,47.70932069510268,1
APM21,msr(E),ABC-F type ribosomal protection protein Msr(E),AMR,AMR,MACROLIDE,MACROLIDE,WP_000052512.1,NG_048007.1,1476,296,906,20.05420054200542,1
APM21,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856419.1,NG_048292.1,1920,211,597,10.989583333333334,1
APW05,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856407.1,NG_048270.1,1926,151,290,7.840083073727934,1
APW05,tet(X),tetracycline-inactivating monooxygenase Tet(X),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856436.1,NG_048304.1,1167,223,302,19.108826049700088,1
APW05,mph(C),Mph(C) family macrolide 2'-phosphotransferase,AMR,AMR,MACROLIDE,MACROLIDE,WP_063853881.1,NG_047989.1,900,230,302,25.555555555555554,1
APW05,blaOXA,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-282,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004728961.1,NG_049580.1,831,150,150,18.050541516245488,1
APW05,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856415.1,NG_048286.1,1920,623,1192,32.447916666666664,1
APW05,tet(A),tetracycline efflux MFS transporter Tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063855886.1,NG_048150.1,1197,182,302,15.204678362573098,1
APW05,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_122634437.1,NG_062353.1,1920,136,258,7.083333333333333,1
APW05,mef(En2),macrolide efflux MFS transporter Mef(En2),AMR,AMR,MACROLIDE,MACROLIDE,WP_063853729.1,NG_047980.1,1206,154,302,12.769485903814262,1
APW05,aac(3)-IIIc,aminoglycoside N-acetyltransferase AAC(3)-IIIc,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,WP_063840263.1,NG_047243.1,840,313,441,37.26190476190476,1
APW05,blaFIA,subclass B1 metallo-beta-lactamase FIA-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_041258349.1,NG_057437.1,750,303,453,40.400000000000006,1
APW05,blaOXA,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-335,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862702.1,NG_049627.1,822,146,146,17.761557177615572,1
APW05,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856408.1,NG_048271.1,1965,371,574,18.880407124681934,1
APW05,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856419.1,NG_048292.1,1920,138,138,7.187499999999999,1
APW06,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001082319.1,NG_047413.1,804,149,149,18.53233830845771,1
APW06,blaCPS,subclass B3 metallo-beta-lactamase CPS-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063857696.1,NG_048587.1,873,299,443,34.24971363115693,1
APW06,blaRm3,subclass B3 metallo-beta-lactamase Rm3,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_071766622.1,NG_052128.1,909,811,10539,89.21892189218921,1
APW06,blaOXA,class D beta-lactamase OXA-274,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_004725235.1,NG_049571.1,846,147,147,17.375886524822697,1
APW06,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855046.1,NG_048085.1,852,151,151,17.72300469483568,1
APW06,blaIND,subclass B1 metallo-beta-lactamase IND-6,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063860629.1,NG_049235.1,720,151,151,20.97222222222222,1
APW06,aadA16,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001749984.1,NG_047339.1,846,153,281,18.085106382978726,1
APW06,tet(36),tetracycline resistance ribosomal protection protein Tet(36),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_006744283.1,NG_048131.1,1923,141,141,7.332293291731669,1
APW06,blaTHIN-B,subclass B3 metallo-beta-lactamase THIN-B,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063842948.1,NG_047549.1,951,545,1505,57.3080967402734,1
APW06,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063842183.1,NG_047465.1,837,329,602,39.30704898446834,1
APW06,blaOXA,OXA-274 family class D beta-lactamase OXA-669,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_056517622.1,NG_062227.1,840,145,145,17.261904761904763,1
APW06,blaFIA,subclass B1 metallo-beta-lactamase FIA-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_041258349.1,NG_057437.1,750,151,151,20.133333333333333,1
APW06,blaOXA,OXA-286 family class D beta-lactamase OXA-292,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_005209448.1,NG_049588.1,837,153,302,18.27956989247312,1
APW06,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855066.1,NG_048089.1,828,148,148,17.874396135265698,1
APW06,tet(S),tetracycline resistance ribosomal protection protein Tet(S),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_109544237.1,NG_048275.2,1920,399,604,20.78125,1
APW06,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_010794532.1,NG_047415.1,804,151,151,18.781094527363184,1
TCM01,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856407.1,NG_048270.1,1926,1116,2080,57.943925233644855,1
TCM01,tet(X),tetracycline-inactivating monooxygenase Tet(X),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856436.1,NG_048304.1,1167,580,1359,49.70008568980291,1
TCM01,blaCPS,subclass B3 metallo-beta-lactamase CPS-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063857696.1,NG_048587.1,873,151,151,17.29667812142039,1
TCM01,tet(X),tetracycline-inactivating monooxygenase Tet(X),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856444.1,NG_048306.1,1137,772,1797,67.89797713280564,1
TCM01,aadS,aminoglycoside 6-adenylyltransferase AadS,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_003013318.1,NG_047380.1,864,625,1329,72.33796296296296,1
TCM01,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_019727244.1,NG_048098.1,882,703,2803,79.70521541950113,1
TCM01,aadA7,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840455.1,NG_047363.1,798,196,302,24.561403508771928,1
TCM01,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846187.1,NG_052136.1,789,439,1779,55.64005069708492,1
TCM01,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_010794532.1,NG_047415.1,804,542,989,67.41293532338308,1
TCM01,mph(G),Mph(G) family macrolide 2'-phosphotransferase,AMR,AMR,MACROLIDE,MACROLIDE,WP_014386803.1,NG_047998.1,885,172,302,19.43502824858757,1
TCM01,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856422.1,NG_048295.1,1923,302,302,15.704628185127406,1
TCM01,mef(C),macrolide efflux MFS transporter Mef(C),AMR,AMR,MACROLIDE,MACROLIDE,WP_014386804.1,NG_047979.1,1224,151,302,12.336601307189543,1
TCM01,tet(T),tetracycline resistance ribosomal protection protein Tet(T),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856412.1,NG_048278.1,1956,151,151,7.7198364008179965,1
TCM01,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855046.1,NG_048085.1,852,531,1347,62.323943661971825,1
TCM01,aadA16,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001749984.1,NG_047339.1,846,224,302,26.47754137115839,1
TCM01,tet(36),tetracycline resistance ribosomal protection protein Tet(36),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_006744283.1,NG_048131.1,1923,185,585,9.620384815392615,1
TCM01,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063842183.1,NG_047465.1,837,571,1483,68.21983273596177,1
TCM01,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001910823.1,NG_052318.1,792,534,1195,67.42424242424242,1
TCM01,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855066.1,NG_048089.1,828,664,1797,80.19323671497585,1
TCM01,ant(3'')-IIc,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN/SPECTINOMYCIN,WP_004758588.1,NG_054654.1,789,156,302,19.771863117870723,1
TCM01,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_011270145.1,NG_048116.1,852,608,1185,71.36150234741784,1
TCM01,aadA12,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846268.1,NG_052309.1,792,289,604,36.48989898989899,1
TCM01,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846272.1,NG_052313.1,792,297,438,37.5,1
TCM01,tet(G),tetracycline efflux MFS transporter Tet(G),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856077.1,NG_048192.1,1176,247,302,21.00340136054422,1
TCM01,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856415.1,NG_048286.1,1920,135,135,7.03125,1
TCM01,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846271.1,NG_052312.1,792,389,604,49.11616161616162,1
TCM01,lnu(F),lincosamide nucleotidyltransferase Lnu(F),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_000939727.1,NG_047927.1,822,446,453,54.257907542579076,1
TCM01,tet(X),tetracycline-inactivating monooxygenase Tet(X),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_024160783.1,NG_065853.1,1167,133,263,11.396743787489289,1
TCM01,blaOXA,class D beta-lactamase OXA-347,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_004295324.1,NG_049639.1,825,145,279,17.575757575757574,1
TCM01,tet(M),tetracycline resistance ribosomal protection protein Tet(M),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856397.1,NG_048237.1,1920,165,302,8.59375,1
TCM01,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_032490786.1,NG_048112.1,819,508,1047,62.02686202686203,1
TCM01,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855037.1,NG_048084.1,840,480,1417,57.14285714285714,1
TCM01,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_063855540.1,NG_048108.1,816,549,2064,67.27941176470588,1
TCM01,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856408.1,NG_048271.1,1965,188,302,9.567430025445292,1
TCM01,tet(H),tetracycline efflux MFS transporter Tet(H),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_012209823.1,NG_048196.1,1179,166,302,14.079728583545378,1
TCM01,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_109545041.1,NG_056002.2,828,396,588,47.82608695652174,1
TCM01,floR2,chloramphenicol/florfenicol efflux MFS transporter FloR2,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,WP_000214125.1,NG_047875.1,1215,151,151,12.427983539094651,1
TCM01,tet(Z),tetracycline efflux MFS transporter Tet(Z),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_064190967.1,NG_048311.1,1251,302,302,24.14068745003997,1
TCM01,mef(A),macrolide efflux MFS transporter Mef(A),AMR,AMR,MACROLIDE,ERYTHROMYCIN,WP_063853591.1,NG_047963.1,1218,453,604,37.19211822660098,1
TCM01,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856421.1,NG_048294.1,1920,191,302,9.947916666666666,1
TCM01,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001082319.1,NG_047413.1,804,335,604,41.66666666666667,1
TCM01,mph(F),Mph(F) family macrolide 2'-phosphotransferase,AMR,AMR,MACROLIDE,MACROLIDE,WP_021263608.1,NG_047997.1,900,344,882,38.22222222222222,1
TCM01,aadA8,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846323.1,NG_052406.1,792,293,302,36.994949494949495,1
TCM01,qacE,quaternary ammonium compound efflux SMR transporter QacE delta 1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_000679427.1,NG_048042.1,348,297,828,85.34482758620689,1
TCM01,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,WP_063845037.1,NG_047864.1,1215,489,1207,40.24691358024691,1
TCM01,erm(F),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F),AMR,AMR,MACROLIDE,MACROLIDE,WP_002682030.1,NG_047825.1,801,346,430,43.1960049937578,1
TCM01,ant(3'')-Ia,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN/SPECTINOMYCIN,WP_071846264.1,NG_052305.1,792,344,906,43.43434343434344,1
TCM01,blaLMB,subclass B3 metallo-beta-lactamase LMB-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_108361548.1,NG_070744.1,915,322,2263,35.19125683060109,1
TCM01,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,WP_063844973.1,NG_047860.1,1215,706,1352,58.10699588477366,1
TCM01,ant(3'')-Ia,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN/SPECTINOMYCIN,WP_071846263.1,NG_052304.1,792,158,302,19.94949494949495,1
TCM01,msr(E),ABC-F type ribosomal protection protein Msr(E),AMR,AMR,MACROLIDE,MACROLIDE,WP_000052512.1,NG_048007.1,1476,330,568,22.35772357723577,1
TCM01,aadA13,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846269.1,NG_052310.1,798,134,134,16.791979949874687,1
TCM01,aadA8,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846322.1,NG_052405.1,792,265,1615,33.45959595959596,1
TCM02,blaTEM,class A beta-lactamase TEM-108,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063864798.1,NG_050153.1,861,146,280,16.957026713124275,1
TCM02,lnu(P),lincosamide nucleotidyltransferase Lnu(P),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_022071788.1,NG_047929.1,501,155,594,30.938123752495013,1
TCM02,mef(A),macrolide efflux MFS transporter Mef(A),AMR,AMR,MACROLIDE,ERYTHROMYCIN,WP_012102963.1,NG_047970.1,1227,334,753,27.22086389568052,1
TCM02,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856407.1,NG_048270.1,1926,1926,20660,100.0,1
TCM02,tet(40),tetracycline efflux MFS transporter Tet(40),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063855880.1,NG_048138.1,1221,1109,5809,90.82719082719083,1
TCM02,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856415.1,NG_048286.1,1920,1814,19637,94.47916666666667,1
TCM02,lnu(AN2),lincosamide nucleotidyltransferase Lnu(AN2),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_004308783.1,NG_047920.1,513,153,302,29.82456140350877,1
TCM02,blaTEM,class A extended-spectrum beta-lactamase TEM-187,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_032494853.1,NG_050224.1,858,195,302,22.727272727272727,1
TCM02,cfxA,class A broad-spectrum beta-lactamase CfxA,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063843237.1,NG_047633.1,966,235,453,24.32712215320911,1
TCM02,tet(32),tetracycline resistance ribosomal protection protein Tet(32),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_002602099.1,NG_048125.1,1920,465,875,24.21875,1
TCM02,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856408.1,NG_048271.1,1965,1413,5194,71.90839694656489,1
TCM02,cfr(C),23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(C),AMR,AMR,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN,WP_111690898.1,NG_060579.1,1140,159,293,13.94736842105263,1
TCM02,blaEC,cephalosporin-hydrolyzing class C beta-lactamase EC-8,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063860454.1,NG_049086.1,1134,426,885,37.56613756613756,1
TCM02,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_024963478.1,NG_048284.1,1920,768,1274,40.0,1
TCM02,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856422.1,NG_048295.1,1923,1686,10153,87.6755070202808,1
TCM02,mef(A),macrolide efflux MFS transporter Mef(A),AMR,AMR,MACROLIDE,ERYTHROMYCIN,WP_063853591.1,NG_047963.1,1218,205,604,16.83087027914614,1
TCM02,tet(O),tetracycline resistance ribosomal protection protein Tet(O),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856405.1,NG_048262.1,1920,1619,6352,84.32291666666667,1
TCM02,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856421.1,NG_048294.1,1920,1196,7286,62.291666666666664,1
TCM02,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_122634437.1,NG_062353.1,1920,1605,11026,83.59375,1
TCM02,mef(En2),macrolide efflux MFS transporter Mef(En2),AMR,AMR,MACROLIDE,MACROLIDE,WP_063853729.1,NG_047980.1,1206,892,2214,73.96351575456053,1
TCM02,aadE,aminoglycoside 6-adenylyltransferase AadE,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001255868.1,NG_047378.1,867,151,151,17.416378316032297,1
TCM02,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_011526261.1,NG_055990.1,1920,1474,4305,76.77083333333333,1
TCM02,tet(44),tetracycline resistance ribosomal protection protein Tet(44),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063855884.1,NG_048146.1,1923,1764,8343,91.73166926677067,1
TCM02,cfxA6,class A broad-spectrum beta-lactamase CfxA6,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_117664257.1,NG_064793.1,963,154,302,15.991692627206646,1
TCM02,lnu(C),lincosamide nucleotidyltransferase Lnu(C),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_063851341.1,NG_047924.1,495,495,10050,100.0,1
TCM02,tet(W),tetracycline resistance ribosomal protection protein Tet(W),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856419.1,NG_048292.1,1920,958,5683,49.895833333333336,1
TCM02,tet(32),tetracycline resistance ribosomal protection protein Tet(32),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_015573056.1,NG_048124.1,1920,628,865,32.708333333333336,1
TCM03,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856407.1,NG_048270.1,1926,151,283,7.840083073727934,1
TCM03,mph(C),Mph(C) family macrolide 2'-phosphotransferase,AMR,AMR,MACROLIDE,MACROLIDE,WP_063853881.1,NG_047989.1,900,517,1352,57.44444444444444,1
TCM03,emtA,23S rRNA (guanine(2470)) methyltransferase EmtA,AMR,AMR,AVILAMYCIN,AVILAMYCIN,WP_088245209.1,NG_055266.1,1026,151,151,14.717348927875243,1
